source,K,year,pp_mean,pp_sd,pp_lo,pp_hi,rank_mean,rank_sd,rank_lo,rank_hi,rank_norm_mean,rank_norm_sd,rank_norm_lo,rank_norm_hi,n_anchor
paper,6,2005,1178.8470287912871,474.0757682340955,860.3585940852203,1497.3354634973539,419.5748,134.72155779663473,329.06762595978245,510.0819740402175,0.0254998662939103,0.008187769405411131,0.01999924796157667,0.031000484626243927,11.0
paper,6,2006,1197.2827135179034,480.8269431778263,874.2587777710116,1520.3066492647952,406.93134545454546,127.02581423493702,321.5942422871638,492.2684486219271,0.024279913213278367,0.007579105861273091,0.01918820061379259,0.029371625812764146,11.0
paper,6,2007,1114.582451903099,438.71094985485735,819.8524254599622,1409.3124783462356,398.2148909090909,125.28669236806799,314.0461457094776,482.3836361087042,0.02337353353930216,0.00735380010377813,0.018433183407259354,0.028313883671344967,11.0
paper,6,2008,1072.3940651161322,417.93965869377826,791.6183819488775,1353.169748283387,384.9652909090909,117.4777295269657,306.042678329174,463.88790348900784,0.022388211160749693,0.00683208662558684,0.017798352912426523,0.026978069409072863,11.0
paper,6,2009,1074.5758149455412,422.9865969517304,790.4095525216821,1358.7420773694002,384.2357818181818,120.98481389934702,302.9570778980505,465.5144857383131,0.022078709522391646,0.00695195161175355,0.017408324880655662,0.02674909416412763,11.0
paper,6,2010,1083.7448944489568,422.40202684583477,799.9713515658921,1367.5184373320214,382.7886545454546,125.25393797440752,298.6419140469159,466.93539504399337,0.021925004556128908,0.0071741759536289315,0.017105327570130925,0.02674468154212689,11.0
paper,6,2011,1151.7235492716761,423.3552442705889,867.3096262091406,1436.1374723342117,386.0456363636364,120.63322243932035,305.00313480030775,467.08813792696503,0.021956867043774107,0.006861177479201476,0.017347465294068234,0.02656626879347998,11.0
paper,6,2012,1090.3309965469941,397.92381507211536,823.0021400929685,1357.6598530010197,378.98178181818184,119.54540940450886,298.6700829955216,459.29348064084206,0.02136191769450323,0.006738369280452561,0.016835019615327296,0.025888815773679165,11.0
paper,6,2013,1127.8558831412304,440.1985301847455,832.1264866342526,1423.5852796482081,386.7329636363636,130.43213241056262,299.10746478086884,474.35846249185835,0.02174734092314928,0.0073346528938065935,0.016819854061793222,0.026674827784505337,11.0
paper,6,2014,1115.2142674964316,421.08032792126346,832.3286540327663,1398.099880960097,382.65767272727277,125.9248043456498,298.060238068031,467.2551073865145,0.02156425318271472,0.007096354147402074,0.016796857597522172,0.026331648767907268,11.0
paper,6,2015,1083.9381714326123,402.1299539875537,813.7835924061714,1354.0927504590531,376.5344181818182,121.66728525444971,294.79722376674334,458.271612596893,0.0212132066581306,0.00685449494391266,0.016608294296717934,0.025818119019543267,11.0
paper,6,2016,1095.953071305569,411.80200682240167,819.300718770814,1372.605423840324,372.3772727272728,122.60084347658534,290.0129053647544,454.7416400897912,0.020994377444171663,0.006912152194654415,0.01635073041465605,0.025638024473687276,11.0
paper,6,2017,1097.587273053322,415.67617951883796,818.3322158866363,1376.8423302200076,375.39400000000006,126.58610548659753,290.3522971892046,460.43570281079553,0.02116445847663077,0.0071368385570613705,0.016369865094954306,0.025959051858307235,11.0
paper,6,2018,1088.2979094645234,421.06689255039515,805.4213220058223,1371.1744969232245,374.1696727272727,128.20988629513008,288.0370991260513,460.3022463284941,0.02089166235216486,0.007158564282251818,0.016082473429706944,0.02570085127462278,11.0
paper,6,2019,1050.2954071574609,396.4308777610351,783.9695196362102,1316.6212946787116,371.6377090909091,125.24624874374045,287.496134287821,455.77928389399716,0.02061790341697138,0.006948474271497389,0.01594985488420644,0.025285951949736322,11.0
paper,6,2020,1104.6714657983678,417.04053906294155,824.499819418113,1384.8431121786225,385.6784181818182,131.17463644282626,297.55409833009435,473.802738033542,0.021191121878121878,0.007207397606748695,0.016349126281873315,0.02603311747437044,11.0
paper,6,2021,1039.3286574174165,390.67008397077683,776.8729238248471,1301.784391009986,372.3877090909091,124.16720409845313,288.9710463442538,455.80437183756436,0.020610344758186242,0.006872216299449474,0.01599352702813005,0.025227162488242433,11.0
paper,6,2022,1060.029481847543,400.3473273145379,791.0724877153245,1328.9864759797613,377.47943636363635,129.11973413652362,290.73561866549454,464.22325406177816,0.020919942161584815,0.007155826542702484,0.016112592477582274,0.025727291845587356,11.0
paper,6,2023,1059.1416024602722,398.5073000688479,791.4207554517071,1326.8624494688374,378.2042181818182,128.96146390060727,291.56672787493983,464.84170848869655,0.020882569608625598,0.00712061531117041,0.0160988751518381,0.025666264065413096,11.0
paper,8,1990,10823.813373407711,3061.275863675821,8767.220264552301,12880.40648226312,1187.056341629467,244.21755510625752,1022.9887556753013,1351.1239275836326,0.09438310738884206,0.019417790817067463,0.08133805801664157,0.10742815676104256,11.0
paper,8,1991,3767.8390964806135,1106.0010232218403,3024.817498938648,4510.860694022579,817.5149166157483,161.82885871696084,708.796810024855,926.2330232066417,0.06468704831585285,0.012804942136173511,0.05608457113663989,0.07328952549506582,11.0
paper,8,1992,2392.4647864683056,719.0020480582247,1909.432638064035,2875.4969348725763,719.2180207100589,133.17020476022287,629.7530598208821,808.6829815992357,0.055456706045960286,0.010268347965164844,0.04855833601826526,0.06235507607365531,11.0
