min_share,max_share,year,run,V_t,E_t,n_core,R_t,S_t,H_t,Q_cp,C_t
0.0,1.0,2022,5,7151,362604,2143,0.2996783666620053,690,0.0861638311062355,0.41176890437996644,0.5515632291180588
0.0,1.0,2023,5,7883,445010,2320,0.2943041989090448,765,0.08351107312722952,0.41486083958734965,0.5987068965517242
0.0,1.0,1990,6,2434,43851,884,0.36318816762530814,242,0.0678246759894351,0.37548764013147296,
0.0,1.0,1991,6,1664,15338,732,0.43990384615384615,161,0.05591761473916809,0.35896767899132653,0.6885245901639344
0.0,1.0,1992,6,2392,39561,896,0.3745819397993311,266,0.056356624681122444,0.38243658457393853,0.7421875
0.0,1.0,1993,6,2437,38124,879,0.3606893721789085,196,0.06732104560850383,0.37310293900405433,0.6609783845278726
0.0,1.0,1994,6,2642,46871,1046,0.3959121877365632,245,0.0775237726164319,0.3801525197313817,0.6701720841300192
0.0,1.0,1995,6,2658,41287,894,0.3363431151241535,238,0.07628785490143088,0.3769334472373093,0.6263982102908278
0.0,1.0,1996,6,2660,35193,913,0.3432330827067669,218,0.08416699757308635,0.3613196317932044,0.6670317634173055
0.0,1.0,1997,6,2785,44960,1006,0.36122082585278276,273,0.08528155124916506,0.3475558046366308,0.7147117296222665
0.0,1.0,1998,6,4393,126324,1513,0.34441156385158206,501,0.06765642903603886,0.408252314123435,0.7521480502313285
0.0,1.0,1999,6,4660,138929,1599,0.3431330472103004,589,0.06080762640502721,0.4141445030031453,0.6216385240775485
0.0,1.0,2000,6,4773,148599,1650,0.34569453174104336,544,0.05980679522497705,0.4157896197996672,0.6175757575757576
0.0,1.0,2001,6,4686,142828,1623,0.34635083226632524,551,0.06138006149281225,0.41326061142128395,0.5970425138632163
0.0,1.0,2002,6,4798,140577,1795,0.37411421425594,619,0.06602648955237776,0.4058219615167691,0.6178272980501393
0.0,1.0,2003,6,4886,136538,1655,0.3387228817028244,535,0.07198656456220734,0.4006986876582667,0.5800604229607251
0.0,1.0,2004,6,5191,159913,1825,0.3515700250433442,631,0.06879399512103584,0.40703130996526926,0.6109589041095891
0.0,1.0,2005,6,5330,163850,1943,0.3645403377110694,627,0.06544601428938861,0.4067865468259375,0.5913535769428718
0.0,1.0,2006,6,5376,162408,1915,0.3562127976190476,685,0.07652462011466434,0.40277643939767294,0.5848563968668408
0.0,1.0,2007,6,6124,242939,2130,0.3478118876551274,678,0.08792038616676581,0.39479298705900545,0.6295774647887324
0.0,1.0,2008,6,6388,292971,2243,0.35112711333750785,654,0.09220045362309134,0.39348640088915776,0.5835934016941596
0.0,1.0,2009,6,6142,247685,2131,0.3469553891240638,657,0.09519569995426284,0.3915790154881898,0.5579540122008446
0.0,1.0,2010,6,5716,191704,1952,0.34149755073477955,597,0.09006472974334859,0.39606720152212704,0.5927254098360656
0.0,1.0,2011,6,5647,178568,1914,0.3389410306357358,619,0.08933241178403863,0.3952309732344093,0.5778474399164054
0.0,1.0,2012,6,5826,185481,1921,0.32972880192241677,580,0.09342235371619362,0.39536291295613124,0.5830296720458095
0.0,1.0,2013,6,6028,188732,1974,0.327471798274718,593,0.09265846069829772,0.396002038367551,0.5891590678824721
0.0,1.0,2014,6,6058,188323,1985,0.32766589633542426,608,0.09344770920442365,0.39729852125942705,0.5959697732997481
0.0,1.0,2015,6,6044,190686,2060,0.34083388484447386,639,0.08875153171835241,0.3987214928304696,0.5966019417475728
0.0,1.0,2016,6,6445,224801,2121,0.3290923196276183,702,0.08205789259467469,0.40319048982544925,0.6034889203206035
