min_share,max_share,year,run,V_t,E_t,n_core,R_t,S_t,H_t,Q_cp,C_t
0.0,1.0,2017,6,7748,301745,2523,0.3256324212700052,894,0.07348847205000555,0.4130502218944884,0.6480380499405469
0.0,1.0,2018,6,7419,290091,2292,0.3089365143550344,783,0.08716675956129372,0.41017017851286763,0.5972949389179756
0.0,1.0,2019,6,8004,361916,2538,0.31709145427286356,940,0.0762217291650754,0.4166437459772182,0.6170212765957447
0.0,1.0,2020,6,7525,328984,2225,0.2956810631229236,755,0.0791857593738164,0.4187557045928294,0.5851685393258427
0.0,1.0,2021,6,7175,354750,2213,0.3084320557491289,773,0.07883886225440637,0.4165457362287266,0.5919566199728875
0.0,1.0,2022,6,7151,362604,2176,0.3042931058593204,743,0.0828397018274222,0.4117769835944229,0.5611213235294117
0.0,1.0,2023,6,7883,445010,2298,0.29151338322973486,770,0.08530708581496303,0.41488537740621856,0.5857267188859878
0.0,1.0,1990,7,2434,43851,862,0.3541495480690222,230,0.07073336168517612,0.3753525465053139,
0.0,1.0,1991,7,1664,15338,735,0.4417067307692308,165,0.052346707390439146,0.357621835673746,0.6884353741496598
0.0,1.0,1992,7,2392,39561,867,0.3624581939799331,251,0.059427502597483806,0.3836446791751203,0.7612456747404844
0.0,1.0,1993,7,2437,38124,913,0.37464095199015185,235,0.06458373571953852,0.3737202007899586,0.6637458926615554
0.0,1.0,1994,7,2642,46871,912,0.34519303557910674,226,0.07408770006155739,0.3811459708453042,0.6469298245614035
0.0,1.0,1995,7,2658,41287,876,0.3295711060948081,228,0.07915024707574903,0.37688607039434474,0.6563926940639269
0.0,1.0,1996,7,2660,35193,924,0.3473684210526316,225,0.0851113172541744,0.36130453265687573,0.6818181818181819
0.0,1.0,1997,7,2785,44960,1012,0.36337522441651704,277,0.08476737646268491,0.34779743818076664,0.7134387351778656
0.0,1.0,1998,7,4393,126324,1533,0.348964261324835,529,0.06590431256007746,0.4082765835212125,0.7586431833007176
0.0,1.0,1999,7,4660,138929,1577,0.33841201716738195,555,0.06258119954369426,0.41408598522846696,0.6214331008243501
0.0,1.0,2000,7,4773,148599,1722,0.360779384035198,638,0.055247996481955844,0.41579665482087913,0.6167247386759582
0.0,1.0,2001,7,4686,142828,1616,0.34485702091335896,567,0.06139027423781981,0.41311807888541013,0.6045792079207921
0.0,1.0,2002,7,4798,140577,1735,0.36160900375156313,549,0.0715763771811077,0.4056868369419432,0.6040345821325648
0.0,1.0,2003,7,4886,136538,1694,0.3467048710601719,573,0.06885472582585386,0.40070588460365586,0.5855962219598583
0.0,1.0,2004,7,5191,159913,1822,0.3509921017145059,585,0.06909392580739612,0.4067079222032907,0.610867178924259
0.0,1.0,2005,7,5330,163850,1871,0.35103189493433395,625,0.07022913803500559,0.40684257487514625,0.5970069481560663
0.0,1.0,2006,7,5376,162408,1893,0.3521205357142857,639,0.07888908144081305,0.4029146562076322,0.5868991019545695
0.0,1.0,2007,7,6124,242939,2090,0.34128020901371653,675,0.09026441702341982,0.39478423399667706,0.6272727272727272
0.0,1.0,2008,7,6388,292971,2253,0.3526925485284909,687,0.09150909700908726,0.3935315665245694,0.5907678650687971
0.0,1.0,2009,7,6142,247685,2144,0.34907196352979486,683,0.09411025562486078,0.3916615278655722,0.5643656716417911
0.0,1.0,2010,7,5716,191704,1953,0.34167249825052487,612,0.08969015594058947,0.39613078072694485,0.5765488991295442
0.0,1.0,2011,7,5647,178568,1914,0.3389410306357358,666,0.08734027115823678,0.3945070661877988,0.5736677115987461
0.0,1.0,2012,7,5826,185481,1987,0.3410573292138689,628,0.08792151501113554,0.39557733047147375,0.6024157020634122
0.0,1.0,2013,7,6028,188732,1972,0.32714001327140013,609,0.09421248390242298,0.3961444897627669,0.5968559837728195
0.0,1.0,2014,7,6058,188323,1996,0.3294816771211621,625,0.09300514857370053,0.39724290294424097,0.5856713426853708
0.0,1.0,2015,7,6044,190686,2082,0.3444738583719391,702,0.0858241493576062,0.3987611504287777,0.5864553314121037
0.0,1.0,2016,7,6445,224801,2052,0.31838634600465476,722,0.08759295357735904,0.40312341681317276,0.6057504873294347
0.0,1.0,2017,7,7748,301745,2398,0.30949922560660814,777,0.08146871072015119,0.4129540882076895,0.6505421184320267
0.0,1.0,2018,7,7419,290091,2281,0.3074538347486184,791,0.08736582880402141,0.41019121835953803,0.6058746163963173
0.0,1.0,2019,7,8004,361916,2599,0.32471264367816094,977,0.07288401242316389,0.41658461558368687,0.6160061562139285
0.0,1.0,2020,7,7525,328984,2224,0.2955481727574751,829,0.07793010196159618,0.41884231266773947,0.5714928057553956
0.0,1.0,2021,7,7175,354750,2192,0.3055052264808362,715,0.08028114843625131,0.416523826907364,0.5907846715328466
0.0,1.0,2022,7,7151,362604,2194,0.30681023633058313,705,0.08150138481596865,0.41177766061622434,0.5583409298085689
0.0,1.0,2023,7,7883,445010,2390,0.3031840669795763,772,0.08061973704942138,0.414686419533242,0.5920502092050209
0.0,1.0,1990,8,2434,43851,850,0.3492193919474117,206,0.07490657439446369,0.37531099211427194,
0.0,1.0,1991,8,1664,15338,717,0.4308894230769231,166,0.05546704947975935,0.36053216484299383,0.6847977684797768
0.0,1.0,1992,8,2392,39561,877,0.3666387959866221,234,0.06035528500420605,0.3826565789210021,0.7673888255416191
0.0,1.0,1993,8,2437,38124,846,0.3471481329503488,181,0.07297587311168116,0.3726884396138296,0.6501182033096926
0.0,1.0,1994,8,2642,46871,947,0.35844057532172596,228,0.06899462427339603,0.38131916010666084,0.675818373812038
0.0,1.0,1995,8,2658,41287,891,0.33521444695259595,249,0.07656689100759437,0.37680991876122194,0.6520763187429854
0.0,1.0,1996,8,2660,35193,920,0.3458646616541353,205,0.08453449905482043,0.36088400031308615,0.6641304347826087
0.0,1.0,1997,8,2785,44960,1012,0.36337522441651704,244,0.08672608539424144,0.34736892921994084,0.7134387351778656
0.0,1.0,1998,8,4393,126324,1533,0.348964261324835,490,0.06564049276431658,0.4082426380755852,0.7475538160469668
0.0,1.0,1999,8,4660,138929,1582,0.33948497854077253,554,0.06212910412814197,0.41411503209743733,0.6131479140328697
0.0,1.0,2000,8,4773,148599,1661,0.34799916195265035,588,0.05835433490121682,0.4156427472142868,0.5936183022275737
0.0,1.0,2001,8,4686,142828,1584,0.3380281690140845,521,0.06430545990205079,0.41307684302888764,0.5782828282828283
0.0,1.0,2002,8,4798,140577,1744,0.3634847853272197,614,0.07010471025166229,0.4058364450312988,0.6129587155963303
0.0,1.0,2003,8,4886,136538,1696,0.3471142038477282,573,0.06868756118725526,0.4007978633388131,0.5943396226415094
0.0,1.0,2004,8,5191,159913,1787,0.3442496628780582,603,0.07377005288145529,0.40749305010812253,0.6166759932848349
0.0,1.0,2005,8,5330,163850,1875,0.3517823639774859,638,0.06945536000000001,0.4068430825287842,0.5968
0.0,1.0,2006,8,5376,162408,1900,0.35342261904761907,613,0.0794703601108033,0.4028027997925227,0.5931578947368421
0.0,1.0,2007,8,6124,242939,2123,0.3466688438928805,682,0.08805849577413913,0.39477727309462046,0.6189354686764013
0.0,1.0,2008,8,6388,292971,2269,0.3551972448340639,674,0.09014733038339776,0.393529684771687,0.5888056412516527
0.0,1.0,2009,8,6142,247685,2085,0.33946597199609246,639,0.0994553997090098,0.39162931891649705,0.5717026378896882
0.0,1.0,2010,8,5716,191704,1957,0.34237228831350597,599,0.0898988445758566,0.39608268122907664,0.5866121614716402
0.0,1.0,2011,8,5647,178568,1930,0.34177439348326544,663,0.0887664098365057,0.3951510560569595,0.5849740932642487
0.0,1.0,2012,8,5826,185481,2030,0.3484380363886028,651,0.08405542478584778,0.3956113893155832,0.5985221674876847
0.0,1.0,2013,8,6028,188732,1915,0.3176841406768414,574,0.0983852913306383,0.39592171952361516,0.5712793733681463
0.0,1.0,2014,8,6058,188323,2079,0.34318256850445694,669,0.0860000633930408,0.39729645150887505,0.60990860990861
0.0,1.0,2015,8,6044,190686,2039,0.3373593646591661,647,0.09029491372382725,0.3988186274265735,0.5826385483079941
0.0,1.0,2016,8,6445,224801,2032,0.3152831652443755,733,0.08852406767313532,0.40318393188878954,0.5989173228346456
0.0,1.0,2017,8,7748,301745,2504,0.32318017552916883,905,0.07433920423807533,0.41307995075807025,0.6513578274760383
0.0,1.0,2018,8,7419,290091,2355,0.317428224828144,827,0.08126090307923242,0.4102708565577982,0.5923566878980892
0.0,1.0,2019,8,8004,361916,2482,0.31009495252373814,858,0.08021006687310604,0.41646042572472275,0.5975020145044319
0.0,1.0,2020,8,7525,328984,2155,0.28637873754152826,776,0.08318925931707949,0.4188752727112186,0.5675174013921114
0.0,1.0,2021,8,7175,354750,2196,0.30606271777003485,757,0.07925487971174612,0.41659287999113015,0.5997267759562841
0.0,1.0,2022,8,7151,362604,2142,0.2995385260802685,699,0.08530514602355098,0.41176919085980185,0.5564892623716153
0.0,1.0,2023,8,7883,445010,2325,0.29493847519979705,748,0.08289087755809921,0.4149325232397696,0.5922580645161291
0.0,1.0,1990,9,2434,43851,854,0.35086277732128185,238,0.071195476309309,0.37596989471292064,
0.0,1.0,1991,9,1664,15338,713,0.4284855769230769,158,0.05432864710476052,0.35902239832432337,0.7040673211781205
0.0,1.0,1992,9,2392,39561,874,0.36538461538461536,247,0.05857495195555299,0.3827598368124231,0.7631578947368421
0.0,1.0,1993,9,2437,38124,943,0.38695116947066066,246,0.06169138227875432,0.3733668803597626,0.6659597030752916
0.0,1.0,1994,9,2642,46871,951,0.3599545798637396,234,0.0715158430828803,0.38132225093265,0.6435331230283912
0.0,1.0,1995,9,2658,41287,895,0.336719337848006,247,0.07461315189912926,0.3768940494767649,0.6424581005586592
0.0,1.0,1996,9,2660,35193,923,0.3469924812030075,226,0.08417250733335761,0.36131516888484905,0.6836403033586131
0.0,1.0,1997,9,2785,44960,1020,0.36624775583482944,267,0.08566897347174161,0.34698598646879875,0.7098039215686274
0.0,1.0,1998,9,4393,126324,1505,0.3425904848622809,514,0.06876171344687149,0.4082725167084039,0.7461794019933554
0.0,1.0,1999,9,4660,138929,1578,0.3386266094420601,587,0.0626380475518095,0.4141204594741582,0.6153358681875792
0.0,1.0,2000,9,4773,148599,1653,0.3463230672532998,597,0.059769602574138804,0.41566069306375286,0.6110102843315184
0.0,1.0,2001,9,4686,142828,1614,0.3444302176696543,560,0.061240017259143575,0.4131115330438628,0.5954151177199505
0.0,1.0,2002,9,4798,140577,1775,0.369945810754481,595,0.0689872644316604,0.4057861673805147,0.6056338028169015
0.0,1.0,2003,9,4886,136538,1636,0.3348342202210397,525,0.07398329756517476,0.4014919197822433,0.5910757946210269
0.0,1.0,2004,9,5191,159913,1770,0.3409747640146407,567,0.07510038622362668,0.4075540369502319,0.6096045197740113
0.0,1.0,2005,9,5330,163850,1871,0.35103189493433395,616,0.07038510946995134,0.406812212976306,0.589524318546232
0.0,1.0,2006,9,5376,162408,1969,0.36625744047619047,684,0.07406187475189976,0.40285409676545075,0.5972574911122397
0.0,1.0,2007,9,6124,242939,2090,0.34128020901371653,696,0.0911847256244134,0.39477374888012245,0.6210526315789473
0.0,1.0,2008,9,6388,292971,2248,0.3519098309329994,648,0.09124955674320236,0.3935166124155062,0.5889679715302492
0.0,1.0,2009,9,6142,247685,2109,0.3433734939759036,638,0.09701900747794286,0.3916325615795468,0.5443338074917022
0.0,1.0,2010,9,5716,191704,1995,0.34902029391182643,611,0.08711477942977747,0.3959906735490857,0.5894736842105264
0.0,1.0,2011,9,5647,178568,1904,0.33717017885602973,647,0.0904613683708777,0.39514281135417056,0.5724789915966386
0.0,1.0,2012,9,5826,185481,1978,0.3395125300377618,627,0.0891755723473885,0.3956393258080963,0.6021233569261881
0.0,1.0,2013,9,6028,188732,2011,0.3336098208360982,617,0.08880965727781141,0.3958706506984286,0.5967180507210343
0.0,1.0,2014,9,6058,188323,2056,0.3393859359524596,678,0.08737641750821362,0.39725766216572506,0.5841439688715953
0.0,1.0,2015,9,6044,190686,2036,0.3368630046326936,665,0.08974895881982853,0.3987813389043398,0.5810412573673871
0.0,1.0,2016,9,6445,224801,2085,0.3235065942591156,696,0.08392089206332777,0.4032176980520634,0.6067146282973621
0.0,1.0,2017,9,7748,301745,2463,0.3178884873515746,793,0.0773162661222883,0.41298861382461544,0.6451481932602517
0.0,1.0,2018,9,7419,290091,2325,0.31338455317428227,809,0.08400934212047635,0.41028408536920263,0.5995698924731183
0.0,1.0,2019,9,8004,361916,2546,0.3180909545227386,903,0.07639727521074907,0.41657881349998765,0.6091908876669285
0.0,1.0,2020,9,7525,328984,2241,0.29780730897009966,789,0.07787030914077256,0.4187447373315708,0.5747434181169121
0.0,1.0,2021,9,7175,354750,2179,0.30369337979094074,762,0.08065536923543833,0.4165947634744497,0.5805415328132171
0.0,1.0,2022,9,7151,362604,2133,0.2982799608446371,711,0.08656965344224629,0.41176325714263645,0.5527426160337553
0.0,1.0,2023,9,7883,445010,2337,0.29646073829760244,756,0.08397129103376699,0.41468439883332076,0.5952075310226786
