min_share,max_share,year,run,V_t,E_t,n_core,R_t,S_t,H_t,Q_cp,C_t,density
1e-05,0.005,2020,0,6390,140045,2460,0.38497652582159625,271,0.22117853129750814,0.33779769813587535,0.4609756097560975,0.006860627775977441
1e-05,0.005,2021,0,6363,157232,2464,0.3872387238723872,343,0.20605024034407154,0.34189850814291517,0.48985389610389607,0.007768109635322449
1e-05,0.005,2022,0,6402,164360,2497,0.3900343642611684,301,0.2079972939894714,0.3409272834965475,0.49339207048458145,0.008021630094212182
1e-05,0.005,2023,0,6818,221499,2526,0.37048987973012615,280,0.18218257751999947,0.3199693029487921,0.48574821852731587,0.009531285413026886
1e-05,0.01,1990,0,2098,25960,891,0.42469018112488083,210,0.07095899763314654,0.3305171247821904,,0.01180132496693947
1e-05,0.01,1991,0,1392,8845,743,0.5337643678160919,179,0.04470074214426618,0.3515341916183252,0.6285329744279946,0.009136113108075725
1e-05,0.01,1992,0,2157,22564,932,0.43208159480760316,197,0.06463095654736688,0.3308535605566326,0.6856223175965666,0.009703919499270184
1e-05,0.01,1993,0,2190,21785,942,0.4301369863013699,207,0.06102118183744215,0.30977320377469153,0.6040339702760085,0.009088614512996697
1e-05,0.01,1994,0,2365,27251,1029,0.4350951374207188,222,0.06961668465803646,0.3164987134317897,0.6054421768707483,0.00974841079905417
1e-05,0.01,1995,0,2333,23643,1127,0.4830690098585512,216,0.052615915391271285,0.32502372990697603,0.6051464063886425,0.008691391100468408
1e-05,0.01,1996,0,2383,18861,1379,0.5786823331934536,251,0.04797908753544964,0.2868440757121591,0.6258158085569253,0.006645519110491929
1e-05,0.01,1997,0,2487,24373,1321,0.5311620426216325,252,0.07517703022450475,0.30529372358705165,0.5798637395912187,0.007884280640666947
1e-05,0.01,1998,0,4136,72430,1863,0.4504352030947776,392,0.1097321659839649,0.31698214646331463,0.6704240472356414,0.008470176045879048
1e-05,0.01,1999,0,4362,79931,1856,0.42549289316827144,347,0.11710737774970277,0.3240742110013492,0.5193965517241379,0.008403757156850964
1e-05,0.01,2000,0,4447,84502,1997,0.4490667865977063,384,0.11181594625287959,0.32994219655961543,0.5408112168252379,0.008547918954698214
1e-05,0.01,2001,0,4393,80204,1894,0.4311404507170499,382,0.13719141980064878,0.3599884880542221,0.5073917634635692,0.008313855832075952
1e-05,0.01,2002,0,4487,80332,1984,0.4421662580788946,380,0.14041058305150883,0.35432353584262594,0.533266129032258,0.007981844017407598
1e-05,0.01,2003,0,4600,78780,1993,0.43326086956521737,365,0.11906776578033151,0.31355064078689143,0.5223281485198193,0.0074477438384525935
1e-05,0.01,2004,0,4845,93401,2026,0.4181630546955624,337,0.1390000087704851,0.35666687691120663,0.535538005923001,0.007959460023741776
1e-05,0.01,2005,0,4982,96597,2153,0.4321557607386592,359,0.12844929109815337,0.32899038971582845,0.5369252206223873,0.007785264454545902
1e-05,0.01,2006,0,5020,95924,2187,0.4356573705179283,345,0.1460011553493238,0.34540635280374693,0.5185185185185186,0.007614411848521435
1e-05,0.01,2007,0,5678,152222,2333,0.4108841141246918,344,0.17175676373337762,0.3409712512723323,0.5456493784826404,0.009444808070085983
1e-05,0.01,2008,0,5856,189332,2596,0.44330601092896177,523,0.13177408173294938,0.3429813852388745,0.5373651771956857,0.011043991170966853
1e-05,0.01,2009,0,5698,154668,2383,0.4182169182169182,395,0.15978071699295388,0.34158235780817375,0.48468317247167436,0.009529317586189624
1e-05,0.01,2010,0,5332,112103,2277,0.42704426106526633,305,0.1438622925132635,0.3342915984524765,0.4949494949494949,0.007887664093851263
1e-05,0.01,2011,0,5271,102048,2198,0.4169986719787517,320,0.16557197750291647,0.3395148994181617,0.510919017288444,0.007347352255386154
1e-05,0.01,2012,0,5454,105980,2260,0.41437477081041435,293,0.1529896624637795,0.3354702786542015,0.5146017699115044,0.007126942903960914
1e-05,0.01,2013,0,5605,107496,2246,0.40071364852809993,241,0.15599395462319868,0.3211264136994228,0.5053428317008014,0.006844607617472164
1e-05,0.01,2014,0,5635,107767,2265,0.40195208518189884,277,0.17517067964855346,0.3400040123184292,0.5041942604856512,0.006788987762535676
1e-05,0.01,2015,0,5642,107055,2292,0.4062389223679546,250,0.15824066713570842,0.3324766729188847,0.5218150087260035,0.006727408040375886
1e-05,0.01,2016,0,6005,130430,2313,0.3851790174854288,304,0.17741355136824163,0.3474939778987756,0.5105923043666234,0.007235254210210124
1e-05,0.01,2017,0,6681,178642,2470,0.36970513396198174,325,0.17562261305708995,0.35282040523512875,0.5242914979757085,0.008005632202142638
1e-05,0.01,2018,0,6508,174065,2589,0.3978180700676091,486,0.16495599455819338,0.35556808658575484,0.5052143684820394,0.00822078138346402
1e-05,0.01,2019,0,6870,224787,2501,0.3640465793304221,351,0.16402283548795604,0.3410396780567816,0.48940423830467816,0.009526885234020831
1e-05,0.01,2020,0,6558,195670,2342,0.3571210734980177,300,0.19790576565315654,0.3601500019866665,0.4854824935952178,0.009100759646226166
1e-05,0.01,2021,0,6520,217599,2333,0.35782208588957054,312,0.15983588862458892,0.3387759830595458,0.4869267038148307,0.010239018179046242
1e-05,0.01,2022,0,6539,226097,2469,0.3775806698271907,376,0.16355698469855692,0.3389671643660274,0.4860267314702309,0.010577147043147614
1e-05,0.01,2023,0,6958,292593,2461,0.35369359011210116,332,0.1886583073021623,0.3613211937676404,0.4993904916700528,0.012088919892793587
1e-05,0.05,1990,0,2189,36995,886,0.4047510278666058,197,0.06777614153447917,0.3305640586509178,,0.015448273443000277
1e-05,0.05,1991,0,1467,12062,719,0.49011588275391954,173,0.05794440973303596,0.3525254223742472,0.6216968011126565,0.011217219948461421
1e-05,0.05,1992,0,2245,33951,893,0.3977728285077951,233,0.06057440663917066,0.3437828835170013,0.6931690929451289,0.01347855603063254
1e-05,0.05,1993,0,2285,32723,860,0.37636761487964987,174,0.08031097890751758,0.3593845146003769,0.6290697674418604,0.01254009434866084
1e-05,0.05,1994,0,2455,40660,961,0.3914460285132383,226,0.0682269271624576,0.32490437718649406,0.6399583766909469,0.01349805878261851
1e-05,0.05,1995,0,2427,35534,969,0.3992583436341162,213,0.06716466392107871,0.32694299708503066,0.6160990712074303,0.012070173722320787
1e-05,0.05,1996,0,2481,29976,1042,0.4199919387343813,259,0.08956826713724163,0.3421231121240922,0.6420345489443378,0.009743729765573195
1e-05,0.05,1997,0,2588,37648,1072,0.4142194744976816,229,0.09916775729561149,0.3322659899509445,0.6613805970149254,0.011246339891109333
1e-05,0.05,1998,0,4248,113890,1694,0.3987758945386064,448,0.08758114269544987,0.3898781957586873,0.7390791027154664,0.012625506782898041
1e-05,0.05,1999,0,4469,125523,1617,0.3618259118371,448,0.09135962250194954,0.38934087145087687,0.5677179962894249,0.01257273572464684
1e-05,0.05,2000,0,4563,134794,1772,0.3883410037256191,508,0.07765389887337013,0.39734462579312335,0.5761851015801354,0.012950746637051563
1e-05,0.05,2001,0,4509,129174,1773,0.3932135728542914,449,0.08713805407871218,0.3944077504661797,0.5459672870840384,0.01270986568714095
1e-05,0.05,2002,0,4600,127314,1834,0.39869565217391306,450,0.09248604750448632,0.38657463392568975,0.5479825517993457,0.012036075895516038
1e-05,0.05,2003,0,4711,123459,1862,0.3952451708766716,520,0.0920126770816869,0.3802469628817982,0.5617615467239527,0.011128041566897909
1e-05,0.05,2004,0,4963,145371,2005,0.40398952246625025,544,0.08481514418442675,0.3879007642021783,0.57356608478803,0.01180610763909277
1e-05,0.05,2005,0,5105,149207,2031,0.397845249755142,554,0.08947066408627866,0.3867632537621533,0.5608074839980306,0.011452829145929216
1e-05,0.05,2006,0,5144,148030,2001,0.3889968895800933,506,0.10280691738088978,0.38251520953395224,0.5397301349325337,0.011190828766938951
1e-05,0.05,2007,0,5793,224167,2175,0.37545313309166234,477,0.11203022856387893,0.3773094794035137,0.575632183908046,0.013361942351838236
1e-05,0.05,2008,0,5959,271618,2231,0.3743916764557812,471,0.1118839883223258,0.37848863578437136,0.5342895562528014,0.015300818319837001
1e-05,0.05,2009,0,5803,228593,2173,0.3744614854385663,501,0.116066336448515,0.3765585732939139,0.5283018867924528,0.013578838650597527
1e-05,0.05,2010,0,5453,175640,2113,0.3874931230515313,453,0.10122382591350189,0.3795890041855058,0.554661618551822,0.011815771377336564
1e-05,0.05,2011,0,5394,163056,1977,0.3665183537263626,359,0.11129634704002454,0.3777147906678658,0.5351542741527566,0.011210511215564526
1e-05,0.05,2012,0,5568,169538,2087,0.37482040229885055,464,0.10123751913929044,0.37837132890470226,0.5586966938188788,0.010938974333562517
1e-05,0.05,2013,0,5729,172100,2057,0.3590504451038576,446,0.10987086791630557,0.3788276723197729,0.5542051531356345,0.010488878010631005
1e-05,0.05,2014,0,5759,171730,2053,0.3564855009550269,400,0.11924265132773512,0.3808449087345426,0.5470043838285437,0.01035755925409892
1e-05,0.05,2015,0,5773,173532,2161,0.37432877186904556,515,0.10624912070247011,0.38132067995607105,0.5677926885701065,0.010415537524493007
1e-05,0.05,2016,0,6140,205491,2154,0.350814332247557,439,0.11215082992148658,0.3865933958521274,0.5566388115134633,0.01090327075306963
1e-05,0.05,2017,0,6812,272632,2421,0.35540223135642984,606,0.10206558645174288,0.3917720955591043,0.5766212308963239,0.01175225769029461
1e-05,0.05,2018,0,6647,262901,2334,0.35113585075974124,616,0.1147472371096323,0.3881798095251473,0.5252784918594687,0.011902445950130073
1e-05,0.05,2019,0,6994,329602,2432,0.3477266228195596,640,0.10657144055141968,0.3921893316491928,0.5304276315789473,0.013478162177046936
1e-05,0.05,2020,0,6707,300161,2250,0.33547040405546447,604,0.10095525925925926,0.39944423581342564,0.5182222222222221,0.013347268708180702
1e-05,0.05,2021,0,6656,327159,2283,0.3429987980769231,581,0.09981276221491996,0.3985597059304908,0.5409548839246605,0.014771598494480726
1e-05,0.05,2022,0,6677,334975,2265,0.3392242024861465,515,0.10594681519816382,0.3934567425466734,0.5108167770419426,0.015029505345205045
1e-05,0.05,2023,0,7092,411968,2283,0.321912013536379,544,0.1136463709656531,0.3938816190071634,0.5234340779675866,0.01638389916660721
1e-05,0.1,1990,0,2200,38907,863,0.3922727272727273,205,0.06896769333847139,0.3326454706370119,,0.016084583901773534
1e-05,0.1,1991,0,1477,12686,702,0.4752877454299255,167,0.06162287643769125,0.354416007422519,0.6324786324786325,0.011638254500351369
1e-05,0.1,1992,0,2253,35883,882,0.3914780292942743,230,0.05854813580761102,0.34628076562034527,0.7063492063492063,0.014144550900752815
1e-05,0.1,1993,0,2290,34768,834,0.36419213973799125,187,0.08004244086744988,0.362748446287351,0.6270983213429256,0.013265646789944695
1e-05,0.1,1994,0,2463,43032,999,0.4056029232643118,208,0.08025142259376493,0.3681256688633618,0.6676676676676676,0.014192832144825465
1e-05,0.1,1995,0,2434,37611,932,0.3829087921117502,194,0.08490209803090866,0.3638229939023479,0.6223175965665235,0.012702294964371365
1e-05,0.1,1996,0,2488,31867,977,0.39268488745980706,162,0.08306819384219861,0.31353411073156123,0.6438075742067554,0.010300184754937896
1e-05,0.1,1997,0,2594,39840,1035,0.3989976869699306,230,0.10015169548880956,0.33823294557465805,0.6685990338164252,0.01184613934497153
1e-05,0.1,1998,0,4260,119768,1638,0.3845070422535211,488,0.07670094116980565,0.3966826272381474,0.7496947496947497,0.013202420282042887
1e-05,0.1,1999,0,4478,131675,1600,0.3573023671281822,470,0.08049843750000002,0.39644290632193446,0.58375,0.013135969731852635
1e-05,0.1,2000,0,4576,141283,1738,0.3798076923076923,520,0.06826822359735212,0.4040944844233962,0.6052934407364787,0.013497172226680423
1e-05,0.1,2001,0,4517,135512,1694,0.37502767323444763,498,0.07608630502265791,0.40019814661598285,0.5678866587957497,0.013286289978632047
1e-05,0.1,2002,0,4612,133461,1840,0.398959236773634,482,0.08349243856332701,0.3921559510756203,0.5836956521739131,0.012551624824155368
1e-05,0.1,2003,0,4720,129408,1721,0.3646186440677966,453,0.09027324559285928,0.3872169673106545,0.5630447414294015,0.01161981316064521
1e-05,0.1,2004,0,4973,151955,1874,0.37683490850593204,528,0.08535267190527229,0.3925120299173416,0.575240128068303,0.012291231863648578
1e-05,0.1,2005,0,5116,155980,1924,0.37607505863956214,467,0.08778813196692614,0.3927403296115406,0.5722453222453223,0.011921275862358865
1e-05,0.1,2006,0,5155,154742,1963,0.3807953443258972,534,0.09452377906190662,0.38908079756275404,0.5751400916963831,0.011648368937030442
1e-05,0.1,2007,0,5800,232152,2126,0.366551724137931,487,0.1040448897270633,0.38170728425831135,0.5879586077140169,0.013804520398879711
1e-05,0.1,2008,0,5967,280151,2234,0.3743924920395509,536,0.10169000448028312,0.3820350236208145,0.5550581915846016,0.015739208399577945
1e-05,0.1,2009,0,5814,236500,2126,0.36566907464740284,494,0.11196634597940298,0.38022953222465466,0.5235183443085607,0.013995415303149275
1e-05,0.1,2010,0,5466,182722,2050,0.37504573728503476,499,0.0953541939321832,0.38410033890667594,0.5595121951219513,0.012233790589015888
1e-05,0.1,2011,0,5405,170108,1982,0.36669750231267345,466,0.09949637555354397,0.38234397325510117,0.5519677093844602,0.011647794383986646
1e-05,0.1,2012,0,5578,176896,1978,0.35460738615991394,435,0.10490317660084998,0.3831382033991401,0.5520728008088979,0.011372838027001361
1e-05,0.1,2013,0,5739,179597,1933,0.3368182610210838,383,0.11411059954947007,0.3840492811258538,0.5540610450077599,0.010907677900608623
1e-05,0.1,2014,0,5768,179320,2061,0.35731622746185854,513,0.10298910874796152,0.38558454354869215,0.5832120329936924,0.010781607630771184
1e-05,0.1,2015,0,5791,181270,2079,0.3590053531341737,527,0.10097562815215531,0.3876804536082336,0.5622895622895623,0.010812442271656722
1e-05,0.1,2016,0,6153,213885,1990,0.32341947017714934,462,0.11249311886063483,0.3909381626485623,0.5608040201005025,0.011300745172357168
1e-05,0.1,2017,0,6821,282314,2162,0.31696232224014076,485,0.11318022764750835,0.39589760979843247,0.5703052728954672,0.012137520792481043
1e-05,0.1,2018,0,6654,272430,2305,0.34640817553351366,655,0.10407046833018858,0.39237649076811254,0.5626898047722343,0.012307918338093542
1e-05,0.1,2019,0,7005,340427,2353,0.33590292648108494,619,0.10305170547531887,0.3969293371047358,0.5380365490862729,0.013877131900971444
1e-05,0.1,2020,0,6716,309982,2197,0.3271292435973794,603,0.09607278846127948,0.40246087743064585,0.5302685480200273,0.01374705806961471
1e-05,0.1,2021,0,6664,337431,2240,0.33613445378151263,588,0.09425542091836736,0.40191283802545746,0.5410714285714286,0.015198830545275292
1e-05,0.1,2022,0,6683,345183,2149,0.3215621726769415,546,0.10466738022013329,0.39673562463694284,0.498371335504886,0.015459714241861405
1e-05,0.1,2023,0,7100,422350,2271,0.31985915492957745,532,0.10802818684692661,0.39638400713900096,0.5420519594892118,0.016758956329893715
1e-05,1.0,1990,0,2209,41475,799,0.3617021276595745,218,0.07598202383768199,0.3747703281253383,,0.01700676087940638
1e-05,1.0,1991,0,1483,14070,622,0.4194200944032367,146,0.06297494856339368,0.3630115809479329,0.6688102893890675,0.01280367784963732
1e-05,1.0,1992,0,2257,38393,812,0.359769605671245,204,0.06436094057123444,0.38209229011122814,0.7536945812807881,0.01508034892234404
1e-05,1.0,1993,0,2300,37192,860,0.3739130434782609,224,0.06595997836668469,0.37182650504369685,0.6418604651162791,0.01406736388221722
1e-05,1.0,1994,0,2471,45749,862,0.348846620801295,228,0.07579901055657537,0.37787302659017175,0.642691415313225,0.014991390002572349
1e-05,1.0,1995,0,2442,40169,856,0.35053235053235055,240,0.07361177832125076,0.37339459596616464,0.6635514018691588,0.013477445267695166
1e-05,1.0,1996,0,2497,34399,889,0.35602723267921504,218,0.07946264872121578,0.35756304916522824,0.6794150731158606,0.01103856679297208
1e-05,1.0,1997,0,2603,42393,968,0.3718786016135229,257,0.09013002868656517,0.3474946968144583,0.703512396694215,0.0125182230755443
1e-05,1.0,1998,0,4270,125402,1466,0.3433255269320843,510,0.06689509742429121,0.4074909182841538,0.757162346521146,0.013758795916094626
1e-05,1.0,1999,0,4493,137725,1435,0.31938571110616515,474,0.06907695856450846,0.4126839070334357,0.5860627177700348,0.013647924474977303
1e-05,1.0,2000,0,4584,147422,1548,0.337696335078534,517,0.062065580994731875,0.4140051430506139,0.6072351421188631,0.014034528546388333
1e-05,1.0,2001,0,4522,141836,1568,0.34674922600619196,580,0.061284686068304874,0.411673885613579,0.5733418367346939,0.013875588303284853
1e-05,1.0,2002,0,4626,139507,1715,0.37073065283182016,596,0.06927895689721118,0.40439491578671294,0.6011661807580175,0.013040931982566223
1e-05,1.0,2003,0,4727,135481,1534,0.32451872223397504,462,0.07691882731106654,0.3993119182719311,0.5645371577574967,0.012129113767436256
1e-05,1.0,2004,0,4983,158665,1755,0.3521974714027694,591,0.07153091289843425,0.40583197474930144,0.6034188034188035,0.012782521190272539
1e-05,1.0,2005,0,5131,162613,1779,0.3467160397583317,561,0.07191735698570634,0.405079460725669,0.5637998875772906,0.012355657979266797
1e-05,1.0,2006,0,5162,161261,1776,0.3440526927547462,599,0.08270686226767308,0.39987069411037907,0.5686936936936937,0.01210618998132283
1e-05,1.0,2007,0,5808,240123,1960,0.33746556473829203,632,0.09336370262390671,0.3931472663652944,0.6091836734693877,0.014239191229735557
1e-05,1.0,2008,0,5971,288750,2060,0.3450008373806733,601,0.09252427184466022,0.389865498914162,0.5766990291262135,0.016200580864462993
1e-05,1.0,2009,0,5820,244577,1910,0.3281786941580756,583,0.10540884295934871,0.38875109301365895,0.5324607329842932,0.01444356058391488
1e-05,1.0,2010,0,5476,189790,1910,0.3487947406866326,602,0.0875918971519421,0.39376054603116684,0.5801047120418847,0.012660642871675823
1e-05,1.0,2011,0,5414,176841,1806,0.33357960842260803,551,0.0921887053000396,0.3924312172140616,0.5537098560354374,0.01206859405018402
1e-05,1.0,2012,0,5592,183840,1903,0.34030758226037194,600,0.09102175423985524,0.3934716820221176,0.5843405149763532,0.011760163291249041
1e-05,1.0,2013,0,5743,186549,1880,0.3273550409193801,605,0.09377206880941605,0.393691733934936,0.5648936170212766,0.011314123540702225
1e-05,1.0,2014,0,5775,186470,1895,0.3281385281385281,619,0.09431429744989242,0.3948066888131836,0.5762532981530343,0.011184335811976961
1e-05,1.0,2015,0,5801,188898,1951,0.33632132390967073,636,0.09087613207331549,0.39678813535300517,0.5786776012301384,0.011228622889038156
1e-05,1.0,2016,0,6161,222743,1944,0.31553319266352864,639,0.08875150298904302,0.4008355886088414,0.5756172839506173,0.011738217147241657
1e-05,1.0,2017,0,6832,293728,2085,0.30518149882903983,709,0.08863608393860452,0.40691843662556054,0.5952038369304556,0.012587607740850791
1e-05,1.0,2018,0,6678,284340,2003,0.2999401018268943,679,0.09203842763064587,0.40487252791018485,0.5591612581128307,0.012753816490100722
1e-05,1.0,2019,0,7022,353744,2098,0.29877527769866136,737,0.08750400990184484,0.40965909381049875,0.5686367969494757,0.014350243812242322
1e-05,1.0,2020,0,6739,322391,1884,0.2795667012909927,640,0.08778528315324939,0.413472500032768,0.5398089171974523,0.014199937798660139
1e-05,1.0,2021,0,6674,349913,1940,0.2906802517231046,671,0.08598947815920926,0.4128388328827602,0.5721649484536082,0.015713855175910726
1e-05,1.0,2022,0,6695,357743,1986,0.29663928304705006,636,0.09021559780497725,0.4082649756917887,0.5392749244712991,0.015964850312374976
1e-05,1.0,2023,0,7114,436402,1993,0.2801518133258364,583,0.09662745852329617,0.40923603858711977,0.5554440541896638,0.01724844937585523
0.00025,0.005,1990,0,1124,10493,439,0.3905693950177936,112,0.06916215669283578,0.3325916084947169,,0.01662584016503836
0.00025,0.005,1991,0,723,3257,374,0.5172890733056709,124,0.04644113357545254,0.3587760223341784,0.6310160427807487,0.012478783768768941
0.00025,0.005,1992,0,1189,10014,483,0.4062237174095879,122,0.07198367689861074,0.3336693719997394,0.6666666666666667,0.01417879382555581
0.00025,0.005,1993,0,1220,9688,524,0.42950819672131146,150,0.06964192063399567,0.3126115808561463,0.5935114503816794,0.013028685162522358
0.00025,0.005,1994,0,1318,12510,556,0.4218512898330804,150,0.0726541069302831,0.3110000366473845,0.5935251798561151,0.014414053183362656
0.00025,0.005,1995,0,1281,10302,598,0.46682279469164717,133,0.061308039059965784,0.3130129099101092,0.6036789297658862,0.012565866510538641
0.00025,0.005,1996,0,1296,7985,718,0.5540123456790124,157,0.07731550810437535,0.2992665391221748,0.6016713091922006,0.009515467848801182
0.00025,0.005,1997,0,1350,8288,770,0.5703703703703704,153,0.0690909090909091,0.2844488632962282,0.5363636363636364,0.009101941081184966
0.00025,0.005,1998,0,1993,30515,1003,0.5032614149523331,151,0.18204509104789315,0.2967067727199813,0.5563310069790628,0.015372579127347323
0.00025,0.005,1999,0,2039,33967,1027,0.5036782736635605,171,0.17105152129125112,0.2870463771993904,0.3894839337877313,0.01634804337980528
0.00025,0.005,2000,0,2086,37452,1051,0.5038350910834132,170,0.17979614358487822,0.29145409096575503,0.42626070409134154,0.01722204211702546
0.00025,0.005,2001,0,2106,35519,1048,0.4976258309591643,150,0.19058839811199818,0.2920716418817223,0.433206106870229,0.016024343973670974
0.00025,0.005,2002,0,2094,34964,1098,0.5243553008595988,138,0.1603461833238775,0.26017539105816395,0.41530054644808745,0.015955308343498203
0.00025,0.005,2003,0,2116,33072,1080,0.5103969754253308,139,0.1724468449931413,0.2749057902154695,0.4092592592592592,0.014779659199077613
0.00025,0.005,2004,0,2178,40720,1105,0.507346189164371,130,0.15845457709711108,0.26698372624562017,0.4090497737556561,0.01717597742151966
0.00025,0.005,2005,0,2171,41021,1091,0.5025333947489636,124,0.18296603911177275,0.2753434841215371,0.3959670027497708,0.017414727439838507
0.00025,0.005,2006,0,2198,41680,1189,0.5409463148316651,123,0.11501774395372213,0.24466783732553446,0.4053826745164003,0.017262351713789547
0.00025,0.005,2007,0,2237,63419,1119,0.5002235136343317,111,0.21098964110845173,0.2579834744868402,0.38516532618409294,0.025357801745405577
0.00025,0.005,2008,0,2260,79249,1076,0.4761061946902655,136,0.20898170285098322,0.2693218492468025,0.37360594795539037,0.03104553271672406
0.00025,0.005,2009,0,2240,65176,1088,0.4857142857142857,91,0.1868833126081315,0.25987425051530044,0.4090073529411765,0.025990557008868754
0.00025,0.005,2010,0,2233,48242,1198,0.5364979847738468,87,0.14492295171975556,0.24075062026886648,0.42070116861435725,0.019358530482001004
0.00025,0.005,2011,0,2229,44375,1145,0.5136832660385823,117,0.11559276138898958,0.23617817383746195,0.36244541484716153,0.017870763471233207
0.00025,0.005,2012,0,2256,46299,1331,0.5899822695035462,113,0.053196587642198034,0.20394879367694502,0.430503380916604,0.018201868188894656
0.00025,0.005,2013,0,2254,46787,1354,0.6007098491570542,112,0.0511412107896293,0.20611595565528734,0.3478581979320532,0.018426382884538055
0.00025,0.005,2014,0,2257,47021,1317,0.5835179441736819,108,0.05651059188037516,0.2094540184381989,0.32498101746393315,0.018469332604316907
0.00025,0.005,2015,0,2272,47706,1403,0.6175176056338029,124,0.02497600854294001,0.19546478999799197,0.3599429793300071,0.01849172977096396
0.00025,0.005,2016,0,2278,56577,1382,0.6066725197541704,125,0.037311432287358025,0.19384242972131732,0.3176555716353111,0.02181489668606514
0.00025,0.005,2017,0,2289,77174,1265,0.5526430755788554,102,0.05035229420862689,0.1898529361795382,0.31699604743083,0.029471293232761122
0.00025,0.005,2018,0,2274,75955,1137,0.5,113,0.20118752847569835,0.25667013893408525,0.32365875109938436,0.029389788968507597
0.00025,0.005,2019,0,2278,96954,1123,0.4929762949956102,103,0.18675250509662378,0.2505511505174498,0.333926981300089,0.03738341540379942
0.00025,0.005,2020,0,2274,85942,1065,0.4683377308707124,85,0.21615023474178402,0.24885525690146004,0.3605633802816901,0.033254127358718716
0.00025,0.005,2021,0,2256,95805,1041,0.46143617021276595,104,0.18314707003260186,0.25112632963334497,0.3592699327569645,0.037664527999245176
0.00025,0.005,2022,0,2249,97848,1086,0.4828812805691418,97,0.18837438824618702,0.2439076608471468,0.3766114180478821,0.038707594834556755
0.00025,0.005,2023,0,2262,122418,1026,0.4535809018567639,93,0.20168598885127043,0.26147048269350887,0.3586744639376218,0.047872059615413944
0.00025,0.01,1990,0,1235,15583,500,0.4048582995951417,129,0.081808,0.32543748154736907,,0.02045026542168912
0.00025,0.01,1991,0,818,4717,408,0.49877750611246946,130,0.056973279507881586,0.3561818422089121,0.5882352941176471,0.01411628804769073
0.00025,0.01,1992,0,1307,14974,552,0.4223412394797246,160,0.08656269691241336,0.3252913932227981,0.6811594202898551,0.017544825776154082
0.00025,0.01,1993,0,1342,14461,590,0.4396423248882265,142,0.07900028727377192,0.3026149832908817,0.5847457627118644,0.016071152719848946
0.00025,0.01,1994,0,1439,18541,585,0.4065323141070188,127,0.08831324421068008,0.29771001116151474,0.5692307692307692,0.017920225469510682
0.00025,0.01,1995,0,1408,15757,672,0.4772727272727273,137,0.06660111961451247,0.29916938332514414,0.5788690476190477,0.01590767752148349
0.00025,0.01,1996,0,1430,12259,722,0.5048951048951049,159,0.10821356496650579,0.30869320021180235,0.5678670360110804,0.01199821871620332
0.00025,0.01,1997,0,1487,13338,761,0.511768661735037,126,0.10565840299350224,0.295075393492637,0.5400788436268069,0.012072325339121195
0.00025,0.01,1998,0,2126,53810,941,0.44261523988711193,155,0.13786744153742425,0.2951086094394386,0.5887353878852285,0.023821592606939297
0.00025,0.01,1999,0,2173,60277,952,0.43810400368154623,161,0.14918393828119483,0.29557455804220284,0.4201680672268907,0.02554242210826153
0.00025,0.01,2000,0,2217,64336,1008,0.4546684709066306,149,0.15137825963718823,0.29693544168192537,0.42559523809523814,0.02619079023430694
0.00025,0.01,2001,0,2236,61774,1012,0.4525939177101968,157,0.1484791201237326,0.2907888516355387,0.40711462450592883,0.024722158856699202
0.00025,0.01,2002,0,2224,60854,991,0.4455935251798561,128,0.15769269540903452,0.2804666397031501,0.39354187689202824,0.024617552921225774
0.00025,0.01,2003,0,2245,58177,1045,0.46547884187082406,160,0.15533252443854303,0.3100531221507022,0.4363636363636364,0.0230962844745106
0.00025,0.01,2004,0,2308,70364,1020,0.44194107452339687,146,0.16020761245674742,0.30215662479552113,0.4068627450980392,0.026429997167838972
0.00025,0.01,2005,0,2303,71746,990,0.42987407729049065,122,0.19367003367003371,0.3132678249344517,0.38989898989898986,0.02706627135761046
0.00025,0.01,2006,0,2325,71202,1052,0.4524731182795699,121,0.14914737816073673,0.27111575838069313,0.42015209125475284,0.02635500527455444
0.00025,0.01,2007,0,2364,100991,1019,0.4310490693739425,111,0.2088358480335837,0.28677778057295994,0.41805691854759564,0.03615775638670909
0.00025,0.01,2008,0,2385,122221,1012,0.4243186582809224,132,0.1966676561108594,0.2893890498141866,0.38438735177865613,0.04299136099503328
0.00025,0.01,2009,0,2364,102946,996,0.4213197969543147,104,0.2190609828873728,0.28567457684275305,0.392570281124498,0.036857704042797416
0.00025,0.01,2010,0,2359,79222,1029,0.4362017804154303,122,0.18466700854991444,0.2748479849801299,0.43440233236151604,0.028484201950122624
0.00025,0.01,2011,0,2358,72715,1071,0.4541984732824427,113,0.1791278602944445,0.27232529356231805,0.39495798319327735,0.026166800352513203
0.00025,0.01,2012,0,2383,74914,1033,0.43348720100713384,94,0.15758854228653837,0.25961143135876036,0.3504356243949661,0.026395335276146143
0.00025,0.01,2013,0,2382,74715,1036,0.434928631402183,93,0.16501319300547096,0.26030215015001357,0.39671814671814676,0.026347331995425584
0.00025,0.01,2014,0,2385,75286,1093,0.4582809224318658,96,0.16594581337279818,0.26440455831496523,0.4089661482159195,0.026481927032769123
0.00025,0.01,2015,0,2398,75735,1275,0.5316930775646372,108,0.047454363706266836,0.2041803663942504,0.4376470588235294,0.026351747023228577
0.00025,0.01,2016,0,2407,90133,1046,0.4345658496053178,85,0.1583323888874671,0.2612275921442051,0.32026768642447423,0.031127347121740034
