min_share,max_share,year,run,V_t,E_t,n_core,R_t,S_t,H_t,Q_cp,C_t
0.0,1.0,2008,4,17229,1318524,5386,0.31261245574322366,1613,0.06140770952569333,0.43246417461743164,0.49517266988488673
0.0,1.0,2009,4,17423,1400948,5565,0.3194053836882282,1599,0.058106620362634184,0.4331187933343034,0.5069182389937107
0.0,1.0,2010,4,17478,1484113,5605,0.3206888660029752,1570,0.05858535572211953,0.43314231898225064,0.48153434433541475
0.0,1.0,2011,4,17612,1535196,5593,0.31756756756756754,1662,0.05831332612932265,0.43321638924054223,0.48453423922760597
0.0,1.0,2012,4,17767,1567243,5812,0.3271233185118478,1723,0.05656948222558733,0.4331979026215023,0.4965588437715073
0.0,1.0,2013,4,17813,1594207,5775,0.3242014259248863,1636,0.05762647626543732,0.4335739211487656,0.48883116883116884
0.0,1.0,2014,4,17768,1613834,5659,0.3184939216569113,1700,0.05883257769315726,0.4336150644234884,0.477292807916593
0.0,1.0,2015,4,17773,1610502,5789,0.3257187869239858,1653,0.058795248498315,0.43349535627752045,0.4835031957160131
0.0,1.0,2016,4,17782,1600252,5806,0.3265099538859521,1709,0.05780311599923535,0.43425939264546165,0.48346538064071654
0.0,1.0,2017,4,17775,1645430,5827,0.3278199718706048,1685,0.05597911805729464,0.43507548906519317,0.4810365539728848
0.0,1.0,2018,4,17944,1738169,5775,0.3218345965225145,1610,0.0564540244748037,0.43670040639750407,0.4860606060606061
0.0,1.0,2019,4,18065,1825458,5974,0.3306947135344589,1763,0.052076126332061205,0.4386494972549559,0.498158687646468
0.0,1.0,2020,4,18242,1921388,5871,0.3218397105580528,1713,0.053948950293688715,0.43970621812992133,0.47572815533980584
0.0,1.0,2021,4,18118,1983661,5942,0.32796114361408546,1812,0.05087148392046485,0.4409748059960562,0.47862672500841463
0.0,1.0,2022,4,18090,1954473,5887,0.32542841348811496,1750,0.05234033790051228,0.44194659671374587,0.4834380839137081
0.0,1.0,2023,4,18159,2009733,5945,0.3273858692659287,1919,0.049808385105689156,0.4429974449526237,0.49015979814970567
0.0,1.0,1990,5,12593,397239,3650,0.28984356388469784,1320,0.08408076562206791,0.4117847380322756,
0.0,1.0,1991,5,12657,417466,3551,0.28055621395275343,1088,0.0865306523180234,0.4132230222692488,0.5716699521261617
0.0,1.0,1992,5,12986,445814,3746,0.288464500231018,1231,0.08227234517316782,0.41521337857498597,0.5768820074746397
0.0,1.0,1993,5,13079,461959,3856,0.2948237632846548,1233,0.07930815369914432,0.41519589210802316,0.5783195020746887
0.0,1.0,1994,5,13207,483525,3806,0.2881805103354282,1236,0.08479379158774943,0.41501834593317694,0.5522858644245927
0.0,1.0,1995,5,13617,503236,3881,0.28501138283028565,1340,0.0835953751921786,0.41579015525577434,0.570986859056944
0.0,1.0,1996,5,13774,535092,3874,0.28125453753448526,1161,0.08768276070511247,0.4164127013915073,0.5619514713474445
0.0,1.0,1997,5,13990,548813,4105,0.2934238741958542,1385,0.07897009232376068,0.41714895583626027,0.5775883069427528
0.0,1.0,1998,5,14084,572367,4046,0.28727634194831014,1240,0.08381247878756633,0.41707065090521356,0.5514087988136431
0.0,1.0,1999,5,14465,616762,4385,0.3031455236778431,1437,0.07389527634506046,0.41880128699097285,0.5712656784492589
0.0,1.0,2000,5,15000,683122,4356,0.2904,1485,0.07817984924796846,0.4196209722487485,0.5410927456382002
0.0,1.0,2001,5,15252,725997,4404,0.2887490165224233,1387,0.07785198164330834,0.42007737128001316,0.5358764759309718
0.0,1.0,2002,5,15823,1036508,5227,0.33034190735006,1581,0.05367097134278245,0.43590917821905145,0.5886741916969581
0.0,1.0,2003,5,16064,977125,5137,0.3197833665338645,1539,0.061087464898419444,0.4302386932706743,0.5104146388942963
0.0,1.0,2004,5,16228,1000259,5012,0.3088489031303919,1492,0.06700073056906045,0.4286584881408127,0.5225458898643256
0.0,1.0,2005,5,16469,1106209,5284,0.3208452243609205,1615,0.06029922792644985,0.431212178518832,0.5143830431491294
0.0,1.0,2006,5,16779,1197019,5336,0.31801656832945946,1636,0.058906758202607844,0.4326059486235847,0.5112443778110944
0.0,1.0,2007,5,17059,1247769,5401,0.3166070695820388,1619,0.06033296788799183,0.432181038355589,0.5021292353267913
0.0,1.0,2008,5,17229,1318524,5558,0.32259562365778627,1623,0.05776086805360876,0.43246827171470753,0.5023389708528248
0.0,1.0,2009,5,17423,1400948,5563,0.3192905928944499,1666,0.058155582215499046,0.43312123123117036,0.4893043321948589
0.0,1.0,2010,5,17478,1484113,5623,0.3217187321203799,1604,0.05802009979780904,0.4331498923996162,0.48426107060288104
0.0,1.0,2011,5,17612,1535196,5555,0.31540994776288894,1655,0.05916551691172716,0.43319650172089974,0.48172817281728175
0.0,1.0,2012,5,17767,1567243,5714,0.3216074745314347,1759,0.058013532458211975,0.433215454401068,0.49807490374518726
0.0,1.0,2013,5,17813,1594207,5798,0.3254926177510807,1652,0.05696056055774964,0.43360984159728255,0.48240772680234567
0.0,1.0,2014,5,17768,1613834,5677,0.3195069788383611,1587,0.059144704647889124,0.43359480261157474,0.47049497974282195
0.0,1.0,2015,5,17773,1610502,5764,0.32431215889270243,1691,0.05940194010925214,0.4334943798138788,0.48959056210964613
0.0,1.0,2016,5,17782,1600252,5693,0.32015521313688,1640,0.060238444943758386,0.4342522184423306,0.4837519761110135
0.0,1.0,2017,5,17775,1645430,5712,0.3213502109704641,1551,0.05833381146576279,0.4350276921324362,0.47654061624649857
0.0,1.0,2018,5,17944,1738169,5668,0.3158716005349978,1692,0.058142594037817824,0.4367498070249634,0.4832392378263938
0.0,1.0,2019,5,18065,1825458,5875,0.3252145031829505,1693,0.05364205341783612,0.43863369501913735,0.4970212765957447
0.0,1.0,2020,5,18242,1921388,5953,0.3263348317070497,1795,0.052353407588967046,0.43974784760796226,0.48647740634973957
0.0,1.0,2021,5,18118,1983661,5877,0.3243735511645877,1719,0.05227216355108434,0.44096072872587966,0.47898587714820484
0.0,1.0,2022,5,18090,1954473,5914,0.3269209508015478,1867,0.051740028904890746,0.4419536766404193,0.4866418667568482
0.0,1.0,2023,5,18159,2009733,5885,0.32408172256181506,1793,0.05096617482200979,0.4429863671213349,0.47918436703483436
0.0,1.0,1990,6,12593,397239,3394,0.26951480981497655,1024,0.09738753507611093,0.4116259903046659,
0.0,1.0,1991,6,12657,417466,3669,0.2898791182744726,1189,0.08094016734017698,0.4132462911028171,0.5944399018806215
0.0,1.0,1992,6,12986,445814,3711,0.28576929000462037,1220,0.08412193540568248,0.4151498541563404,0.5715440582053355
0.0,1.0,1993,6,13079,461959,3793,0.29000688126003515,1286,0.08219263300810341,0.4150665701822904,0.5670972844713946
0.0,1.0,1994,6,13207,483525,3868,0.2928749905353222,1260,0.08191252383462967,0.4149847280754981,0.5641158221302999
0.0,1.0,1995,6,13617,503236,3963,0.2910332672394801,1318,0.0802411582943387,0.4157777040664515,0.5629573555387333
0.0,1.0,1996,6,13774,535092,4064,0.29504864236968203,1435,0.07779816731508464,0.41670166201006564,0.5799704724409449
0.0,1.0,1997,6,13990,548813,4026,0.2877769835596855,1268,0.0838863087891941,0.41696899735337295,0.555886736214605
0.0,1.0,1998,6,14084,572367,3976,0.2823061630218688,1203,0.08732222307689193,0.4169307365311054,0.5487927565392354
0.0,1.0,1999,6,14465,616762,4297,0.297061873487729,1352,0.07717238252664926,0.4187174370595057,0.5703979520595764
0.0,1.0,2000,6,15000,683122,4366,0.29106666666666664,1355,0.07809188102207351,0.41957714246491534,0.5547411818598259
0.0,1.0,2001,6,15252,725997,4449,0.29169944925255703,1499,0.0766070307267485,0.42017079940872065,0.5369746010339402
0.0,1.0,2002,6,15823,1036508,5252,0.3319218858623523,1539,0.05333506576974413,0.4358898174449433,0.5773038842345772
0.0,1.0,2003,6,16064,977125,5189,0.3230204183266932,1656,0.06024733748076793,0.4302717671701964,0.5168625939487377
0.0,1.0,2004,6,16228,1000259,5002,0.3082326842494454,1492,0.06679623232674141,0.42866325553831436,0.5163934426229508
0.0,1.0,2005,6,16469,1106209,5199,0.31568401238690874,1565,0.06299097792823506,0.4311511602469558,0.5243316022311983
0.0,1.0,2006,6,16779,1197019,5219,0.3110435663627153,1614,0.06138488119576939,0.4326208761017568,0.5066104617742863
0.0,1.0,2007,6,17059,1247769,5350,0.3136174453367724,1621,0.061332378373657084,0.43218227008675236,0.5080373831775701
0.0,1.0,2008,6,17229,1318524,5471,0.31754599802658307,1675,0.05952092956794739,0.4324567656807612,0.49789800767684156
0.0,1.0,2009,6,17423,1400948,5630,0.3231360844860242,1613,0.057268187109780454,0.4331289518229648,0.5030195381882772
0.0,1.0,2010,6,17478,1484113,5557,0.31794255635656254,1503,0.059530640442698506,0.43315624790795426,0.4820946553895987
